,question,answer
379,What’s the crowd situation in Myeongdong at Evening peak?,"The requested Evening peak congestion in Myeongdong is 
상선 :17:00 - 32.4, 17:30 - 65.7, 18:00 - 24.8, 18:30 - 67.0, 19:00 - 24.7, 19:30 - 3.1. mean congestion is 36.3. This time period is not busy, so it's a good time to visit.
하선 :17:00 - 87.5, 17:30 - 30.1, 18:00 - 102.1, 18:30 - 112.4, 19:00 - 103.1, 19:30 - 94.2. mean congestion is 88.2. This time period is crowded, so we recommend visiting during a different time.
"
380,How full does Hongdea get during Peak travel time?,"The requested Peak travel time congestion in Hongdea is 
상선 :7:00 - 69.4, 7:30 - 50.5, 8:00 - 24.3, 8:30 - 98.4, 9:00 - 11.9, 9:30 - 44.0, 17:00 - 11.9, 17:30 - 15.4, 18:00 - 105.6, 18:30 - 47.3, 19:00 - 23.1, 19:30 - 93.1. mean congestion is 49.6. This time period is not busy, so it's a good time to visit.
하선 :7:00 - 73.5, 7:30 - 43.7, 8:00 - 113.8, 8:30 - 35.5, 9:00 - 14.0, 9:30 - 29.6, 17:00 - 80.5, 17:30 - 72.2, 18:00 - 94.1, 18:30 - 42.4, 19:00 - 126.2, 19:30 - 28.1. mean congestion is 62.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
381,What are the crowds like in Gangnam during Lunch hour?,"The requested Lunch hour congestion in Gangnam is 
내선 :12:00 - 94.8, 12:30 - 0.9, 13:00 - 28.3, 13:30 - 52.7, 14:00 - 129.6, 14:30 - 78.2. mean congestion is 64.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 113.8, 12:30 - 59.0, 13:00 - 52.9, 13:30 - 30.8, 14:00 - 81.9, 14:30 - 73.1. mean congestion is 68.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
382,Is Myeongdong packed around Morning hustle?,"The requested Morning hustle congestion in Myeongdong is 
내선 :7:00 - 95.0, 7:30 - 129.4, 8:00 - 128.3, 8:30 - 121.1, 9:00 - 89.5, 9:30 - 22.8. mean congestion is 97.7. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 123.8, 7:30 - 25.1, 8:00 - 24.3, 8:30 - 95.4, 9:00 - 126.4, 9:30 - 81.3. mean congestion is 79.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
383,What’s the people flow in Hongdea around Brunch hour?,"The requested Brunch hour congestion in Hongdea is 
상선 :10:00 - 101.0, 10:30 - 125.3, 11:00 - 26.5, 11:30 - 35.9. mean congestion is 72.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :10:00 - 48.6, 10:30 - 113.7, 11:00 - 83.9, 11:30 - 40.3. mean congestion is 71.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
384,Is Hongdea busy around Twilight commute?,"The requested Twilight commute congestion in Hongdea is 
내선 :17:00 - 57.6, 17:30 - 56.2, 18:00 - 116.2, 18:30 - 84.1, 19:00 - 66.5, 19:30 - 42.8. mean congestion is 70.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 72.0, 17:30 - 108.4, 18:00 - 61.4, 18:30 - 66.3, 19:00 - 54.8, 19:30 - 54.7. mean congestion is 69.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
385,Is Gangnam packed around Breakfast time?,"The requested Breakfast time congestion in Gangnam is 
내선 :7:00 - 126.9, 7:30 - 23.5, 8:00 - 117.9, 8:30 - 63.5, 9:00 - 112.3, 9:30 - 72.6. mean congestion is 86.1. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 29.1, 7:30 - 58.0, 8:00 - 70.4, 8:30 - 57.8, 9:00 - 29.9, 9:30 - 98.0. mean congestion is 57.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
386,What’s the crowd flow like in Hongdea during Post-work rush?,"The requested Post-work rush congestion in Hongdea is 
내선 :17:00 - 129.7, 17:30 - 43.6, 18:00 - 30.3, 18:30 - 52.3, 19:00 - 105.7, 19:30 - 97.4. mean congestion is 76.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 106.7, 17:30 - 71.7, 18:00 - 8.9, 18:30 - 62.8, 19:00 - 27.2, 19:30 - 11.4. mean congestion is 48.1. This time period is not busy, so it's a good time to visit.
"
387,How crowded is Gangnam around Morning hustle?,"The requested Morning hustle congestion in Gangnam is 
내선 :7:00 - 117.2, 7:30 - 119.4, 8:00 - 16.3, 8:30 - 123.0, 9:00 - 73.7, 9:30 - 109.4. mean congestion is 93.2. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 17.5, 7:30 - 6.7, 8:00 - 120.4, 8:30 - 102.7, 9:00 - 128.6, 9:30 - 33.0. mean congestion is 68.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
388,What’s the Breakfast time traffic like in Myeongdong?,"The requested Breakfast time congestion in Myeongdong is 
내선 :7:00 - 46.2, 7:30 - 113.2, 8:00 - 109.0, 8:30 - 122.1, 9:00 - 51.3, 9:30 - 121.2. mean congestion is 93.8. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 8.5, 7:30 - 21.0, 8:00 - 25.8, 8:30 - 126.8, 9:00 - 64.1, 9:30 - 16.7. mean congestion is 43.8. This time period is not busy, so it's a good time to visit.
"
389,How crowded is Hongdea around Dinnertime bustle?,"The requested Dinnertime bustle congestion in Hongdea is 
상선 :17:00 - 125.5, 17:30 - 90.3, 18:00 - 77.8, 18:30 - 4.5, 19:00 - 49.9, 19:30 - 72.6. mean congestion is 70.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 87.5, 17:30 - 43.3, 18:00 - 25.2, 18:30 - 43.4, 19:00 - 18.0, 19:30 - 31.8. mean congestion is 41.5. This time period is not busy, so it's a good time to visit.
"
390,How heavy is the crowd in Hongdea around Morning rush hour?,"The requested Morning rush hour congestion in Hongdea is 
내선 :7:00 - 82.5, 7:30 - 51.5, 8:00 - 62.0, 8:30 - 72.9, 9:00 - 4.8, 9:30 - 23.0. mean congestion is 49.4. This time period is not busy, so it's a good time to visit.
외선 :7:00 - 46.6, 7:30 - 96.5, 8:00 - 14.9, 8:30 - 84.2, 9:00 - 100.0, 9:30 - 129.9. mean congestion is 78.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
391,What’s the population density in Gangnam around Pre-dawn?,"The requested Pre-dawn congestion in Gangnam is 
내선 :5:30 - 54.6, 6:00 - 74.6, 6:30 - 49.0. mean congestion is 59.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :5:30 - 51.0, 6:00 - 51.0, 6:30 - 109.7. mean congestion is 70.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
392,How packed does Gangnam get around Morning rush hour?,"The requested Morning rush hour congestion in Gangnam is 
내선 :7:00 - 116.3, 7:30 - 65.1, 8:00 - 3.3, 8:30 - 94.4, 9:00 - 37.7, 9:30 - 50.1. mean congestion is 61.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 33.4, 7:30 - 108.6, 8:00 - 11.7, 8:30 - 27.2, 9:00 - 36.7, 9:30 - 41.9. mean congestion is 43.2. This time period is not busy, so it's a good time to visit.
"
393,How much foot traffic does Myeongdong have at Lunch hour?,"The requested Lunch hour congestion in Myeongdong is 
내선 :12:00 - 7.2, 12:30 - 117.2, 13:00 - 78.8, 13:30 - 81.2, 14:00 - 22.9, 14:30 - 49.8. mean congestion is 59.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 44.2, 12:30 - 97.2, 13:00 - 63.1, 13:30 - 81.8, 14:00 - 117.6, 14:30 - 16.9. mean congestion is 70.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
394,What’s the crowd level in Hongdea during Afternoon peak?,"The requested Afternoon peak congestion in Hongdea is 
상선 :17:00 - 72.3, 17:30 - 127.4, 18:00 - 37.9, 18:30 - 44.2, 19:00 - 74.0, 19:30 - 79.3. mean congestion is 72.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 89.3, 17:30 - 25.6, 18:00 - 3.9, 18:30 - 105.3, 19:00 - 17.8, 19:30 - 25.8. mean congestion is 44.6. This time period is not busy, so it's a good time to visit.
"
395,How crowded is Myeongdong around Noon hour?,"The requested Noon hour congestion in Myeongdong is 
내선 :12:00 - 79.9, 12:30 - 82.5, 13:00 - 44.2, 13:30 - 108.5, 14:00 - 82.1, 14:30 - 23.3. mean congestion is 70.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 85.9, 12:30 - 62.7, 13:00 - 119.6, 13:30 - 29.7, 14:00 - 85.6, 14:30 - 2.5. mean congestion is 64.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
396,Is Gangnam busy around Dawn hours?,"The requested Dawn hours congestion in Gangnam is 
상선 :5:30 - 17.4, 6:00 - 30.5, 6:30 - 100.8. mean congestion is 49.6. This time period is not busy, so it's a good time to visit.
하선 :5:30 - 97.9, 6:00 - 29.0, 6:30 - 3.4. mean congestion is 43.4. This time period is not busy, so it's a good time to visit.
"
397,What’s the foot traffic in Gangnam during Pre-dawn?,"The requested Pre-dawn congestion in Gangnam is 
내선 :5:30 - 107.0, 6:00 - 122.6, 6:30 - 56.5. mean congestion is 95.4. This time period is crowded, so we recommend visiting during a different time.
외선 :5:30 - 42.0, 6:00 - 30.8, 6:30 - 57.9. mean congestion is 43.6. This time period is not busy, so it's a good time to visit.
"
398,How dense is the crowd in Myeongdong around Morning rush hour?,"The requested Morning rush hour congestion in Myeongdong is 
내선 :7:00 - 27.0, 7:30 - 109.9, 8:00 - 45.5, 8:30 - 29.0, 9:00 - 45.3, 9:30 - 31.8. mean congestion is 48.1. This time period is not busy, so it's a good time to visit.
외선 :7:00 - 75.5, 7:30 - 94.5, 8:00 - 98.5, 8:30 - 8.5, 9:00 - 102.0, 9:30 - 57.2. mean congestion is 72.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
399,What’s the population density in Hongdea around Afternoon traffic?,"The requested Afternoon traffic congestion in Hongdea is 
상선 :17:00 - 47.9, 17:30 - 59.4, 18:00 - 20.9, 18:30 - 113.6, 19:00 - 95.3, 19:30 - 1.6. mean congestion is 56.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 80.5, 17:30 - 23.3, 18:00 - 95.4, 18:30 - 79.7, 19:00 - 123.7, 19:30 - 12.5. mean congestion is 69.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
400,What’s the congestion like in Hongdea at Evening peak?,"The requested Evening peak congestion in Hongdea is 
내선 :17:00 - 93.7, 17:30 - 14.3, 18:00 - 59.8, 18:30 - 86.9, 19:00 - 22.3, 19:30 - 119.2. mean congestion is 66.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 116.3, 17:30 - 43.3, 18:00 - 73.8, 18:30 - 58.1, 19:00 - 42.8, 19:30 - 30.3. mean congestion is 60.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
401,What’s the crowd level in Myeongdong during Dawn hours?,"The requested Dawn hours congestion in Myeongdong is 
내선 :5:30 - 28.4, 6:00 - 57.2, 6:30 - 72.1. mean congestion is 52.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :5:30 - 34.8, 6:00 - 15.6, 6:30 - 118.0. mean congestion is 56.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
402,What’s the crowd level in Hongdea during Golden hour?,"The requested Golden hour congestion in Hongdea is 
상선 :7:00 - 55.4, 7:30 - 77.5, 8:00 - 45.6, 8:30 - 17.2, 9:00 - 100.8, 9:30 - 122.2, 17:00 - 12.3, 17:30 - 123.9, 18:00 - 0.6, 18:30 - 99.2, 19:00 - 39.1, 19:30 - 47.5. mean congestion is 61.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 83.7, 7:30 - 4.4, 8:00 - 58.9, 8:30 - 80.9, 9:00 - 83.7, 9:30 - 14.8, 17:00 - 27.2, 17:30 - 65.3, 18:00 - 97.7, 18:30 - 47.4, 19:00 - 112.6, 19:30 - 111.3. mean congestion is 65.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
403,What’s the Afternoon traffic traffic like in Hongdea?,"The requested Afternoon traffic congestion in Hongdea is 
내선 :17:00 - 79.8, 17:30 - 52.0, 18:00 - 94.6, 18:30 - 98.0, 19:00 - 16.6, 19:30 - 79.6. mean congestion is 70.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 93.8, 17:30 - 126.2, 18:00 - 22.3, 18:30 - 9.5, 19:00 - 11.9, 19:30 - 100.2. mean congestion is 60.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
404,How are the crowds in Myeongdong at Breakfast time?,"The requested Breakfast time congestion in Myeongdong is 
내선 :7:00 - 48.8, 7:30 - 30.2, 8:00 - 97.2, 8:30 - 93.4, 9:00 - 66.3, 9:30 - 75.8. mean congestion is 68.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 1.6, 7:30 - 1.8, 8:00 - 44.6, 8:30 - 124.4, 9:00 - 22.5, 9:30 - 91.2. mean congestion is 47.7. This time period is not busy, so it's a good time to visit.
"
405,What’s the population density in Hongdea around Evening commute?,"The requested Evening commute congestion in Hongdea is 
상선 :17:00 - 25.1, 17:30 - 15.7, 18:00 - 62.3, 18:30 - 125.6, 19:00 - 80.0, 19:30 - 19.3. mean congestion is 54.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 57.7, 17:30 - 60.5, 18:00 - 7.1, 18:30 - 58.9, 19:00 - 71.3, 19:30 - 64.5. mean congestion is 53.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
406,How dense is the crowd in Myeongdong around Pre-dawn?,"The requested Pre-dawn congestion in Myeongdong is 
내선 :5:30 - 66.4, 6:00 - 82.4, 6:30 - 1.3. mean congestion is 50.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :5:30 - 86.6, 6:00 - 100.6, 6:30 - 76.8. mean congestion is 88.0. This time period is crowded, so we recommend visiting during a different time.
"
407,How dense is the crowd in Myeongdong around Sunset hours?,"The requested Sunset hours congestion in Myeongdong is 
상선 :17:00 - 119.3, 17:30 - 21.6, 18:00 - 99.1, 18:30 - 121.4, 19:00 - 47.2, 19:30 - 27.4. mean congestion is 72.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 115.4, 17:30 - 105.7, 18:00 - 66.6, 18:30 - 117.9, 19:00 - 116.1, 19:30 - 50.8. mean congestion is 95.4. This time period is crowded, so we recommend visiting during a different time.
"
408,What’s the Dawn hours traffic like in Gangnam?,"The requested Dawn hours congestion in Gangnam is 
상선 :5:30 - 6.1, 6:00 - 128.5, 6:30 - 104.1. mean congestion is 79.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :5:30 - 103.6, 6:00 - 120.6, 6:30 - 73.2. mean congestion is 99.1. This time period is crowded, so we recommend visiting during a different time.
"
409,How packed does Hongdea get around Morning hustle?,"The requested Morning hustle congestion in Hongdea is 
내선 :7:00 - 57.9, 7:30 - 10.5, 8:00 - 111.0, 8:30 - 106.5, 9:00 - 64.4, 9:30 - 1.0. mean congestion is 58.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 21.4, 7:30 - 2.9, 8:00 - 82.0, 8:30 - 47.1, 9:00 - 40.0, 9:30 - 4.1. mean congestion is 32.9. This time period is not busy, so it's a good time to visit.
"
410,How packed does Gangnam get around Evening peak?,"The requested Evening peak congestion in Gangnam is 
내선 :17:00 - 129.2, 17:30 - 38.0, 18:00 - 34.6, 18:30 - 49.5, 19:00 - 121.2, 19:30 - 124.8. mean congestion is 82.9. This time period is crowded, so we recommend visiting during a different time.
외선 :17:00 - 110.5, 17:30 - 109.4, 18:00 - 120.8, 18:30 - 20.6, 19:00 - 43.0, 19:30 - 105.3. mean congestion is 84.9. This time period is crowded, so we recommend visiting during a different time.
"
411,What’s the crowd level in Hongdea during Lunch hour?,"The requested Lunch hour congestion in Hongdea is 
내선 :12:00 - 49.9, 12:30 - 11.9, 13:00 - 15.5, 13:30 - 29.2, 14:00 - 109.8, 14:30 - 84.5. mean congestion is 50.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 98.4, 12:30 - 84.8, 13:00 - 80.6, 13:30 - 55.5, 14:00 - 21.1, 14:30 - 69.1. mean congestion is 68.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
412,What’s the crowd flow like in Gangnam during Evening commute?,"The requested Evening commute congestion in Gangnam is 
내선 :17:00 - 56.3, 17:30 - 61.2, 18:00 - 18.9, 18:30 - 90.1, 19:00 - 94.8, 19:30 - 3.7. mean congestion is 54.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 88.6, 17:30 - 119.1, 18:00 - 43.7, 18:30 - 75.5, 19:00 - 16.6, 19:30 - 97.8. mean congestion is 73.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
413,How packed does Gangnam get around Evening commute?,"The requested Evening commute congestion in Gangnam is 
내선 :17:00 - 106.7, 17:30 - 61.1, 18:00 - 104.7, 18:30 - 51.1, 19:00 - 95.7, 19:30 - 119.8. mean congestion is 89.9. This time period is crowded, so we recommend visiting during a different time.
외선 :17:00 - 18.0, 17:30 - 15.8, 18:00 - 106.2, 18:30 - 97.3, 19:00 - 53.3, 19:30 - 123.6. mean congestion is 69.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
414,How busy is Myeongdong around Morning rush hour?,"The requested Morning rush hour congestion in Myeongdong is 
내선 :7:00 - 36.9, 7:30 - 53.7, 8:00 - 8.4, 8:30 - 68.4, 9:00 - 125.0, 9:30 - 102.2. mean congestion is 65.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 107.8, 7:30 - 72.3, 8:00 - 88.0, 8:30 - 128.9, 9:00 - 51.7, 9:30 - 23.2. mean congestion is 78.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
415,How crowded is Myeongdong around Early morning?,"The requested Early morning congestion in Myeongdong is 
상선 :5:30 - 86.8, 6:00 - 86.5, 6:30 - 75.3. mean congestion is 82.9. This time period is crowded, so we recommend visiting during a different time.
하선 :5:30 - 113.6, 6:00 - 82.1, 6:30 - 78.4. mean congestion is 91.4. This time period is crowded, so we recommend visiting during a different time.
"
416,What’s the crowd situation in Hongdea at Lunchtime?,"The requested Lunchtime congestion in Hongdea is 
상선 :12:00 - 71.9, 12:30 - 112.3, 13:00 - 56.3, 13:30 - 116.4, 14:00 - 88.7, 14:30 - 129.1. mean congestion is 95.8. This time period is crowded, so we recommend visiting during a different time.
하선 :12:00 - 104.1, 12:30 - 51.6, 13:00 - 109.0, 13:30 - 115.5, 14:00 - 14.0, 14:30 - 69.4. mean congestion is 77.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
417,What are the crowds like in Gangnam during Lunchtime rush?,"The requested Lunchtime rush congestion in Gangnam is 
내선 :12:00 - 38.5, 12:30 - 62.6, 13:00 - 54.0, 13:30 - 36.0, 14:00 - 53.8, 14:30 - 89.9. mean congestion is 55.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 25.1, 12:30 - 8.9, 13:00 - 50.8, 13:30 - 19.0, 14:00 - 82.6, 14:30 - 86.8. mean congestion is 45.5. This time period is not busy, so it's a good time to visit.
"
418,How are the crowds in Gangnam at Lunchtime?,"The requested Lunchtime congestion in Gangnam is 
내선 :12:00 - 32.9, 12:30 - 68.8, 13:00 - 68.4, 13:30 - 20.5, 14:00 - 18.9, 14:30 - 69.7. mean congestion is 46.5. This time period is not busy, so it's a good time to visit.
외선 :12:00 - 123.6, 12:30 - 86.4, 13:00 - 97.9, 13:30 - 122.6, 14:00 - 22.9, 14:30 - 95.7. mean congestion is 91.5. This time period is crowded, so we recommend visiting during a different time.
"
419,What’s the crowd situation in Hongdea at Morning rush hour?,"The requested Morning rush hour congestion in Hongdea is 
내선 :7:00 - 59.3, 7:30 - 104.5, 8:00 - 76.6, 8:30 - 117.8, 9:00 - 2.7, 9:30 - 70.1. mean congestion is 71.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 66.8, 7:30 - 88.6, 8:00 - 98.0, 8:30 - 17.0, 9:00 - 100.4, 9:30 - 94.8. mean congestion is 77.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
420,What’s the population density in Myeongdong around Lunchtime rush?,"The requested Lunchtime rush congestion in Myeongdong is 
내선 :12:00 - 60.0, 12:30 - 92.4, 13:00 - 3.7, 13:30 - 108.0, 14:00 - 108.5, 14:30 - 78.2. mean congestion is 75.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 56.6, 12:30 - 29.8, 13:00 - 111.6, 13:30 - 117.3, 14:00 - 18.0, 14:30 - 84.4. mean congestion is 69.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
421,What’s the foot traffic in Myeongdong during Evening peak?,"The requested Evening peak congestion in Myeongdong is 
상선 :17:00 - 0.4, 17:30 - 96.2, 18:00 - 99.9, 18:30 - 24.0, 19:00 - 29.0, 19:30 - 58.3. mean congestion is 51.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 59.0, 17:30 - 129.4, 18:00 - 65.8, 18:30 - 47.3, 19:00 - 32.0, 19:30 - 60.9. mean congestion is 65.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
422,What’s the population density in Myeongdong around Twilight commute?,"The requested Twilight commute congestion in Myeongdong is 
상선 :17:00 - 116.9, 17:30 - 122.7, 18:00 - 122.2, 18:30 - 125.5, 19:00 - 68.9, 19:30 - 4.6. mean congestion is 93.5. This time period is crowded, so we recommend visiting during a different time.
하선 :17:00 - 8.2, 17:30 - 100.6, 18:00 - 76.7, 18:30 - 10.2, 19:00 - 33.8, 19:30 - 15.7. mean congestion is 40.9. This time period is not busy, so it's a good time to visit.
"
423,How crowded is Hongdea usually at Midday?,"The requested Midday congestion in Hongdea is 
상선 :12:00 - 69.4, 12:30 - 77.9, 13:00 - 67.7, 13:30 - 73.6, 14:00 - 85.0, 14:30 - 99.2. mean congestion is 78.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 102.6, 12:30 - 16.9, 13:00 - 27.2, 13:30 - 80.7, 14:00 - 111.4, 14:30 - 116.3. mean congestion is 75.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
424,How full does Hongdea get during Late afternoon?,"The requested Late afternoon congestion in Hongdea is 
내선 :12:00 - 15.7, 12:30 - 55.4, 13:00 - 27.2, 13:30 - 78.5, 14:00 - 71.1, 14:30 - 125.8. mean congestion is 62.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 110.5, 12:30 - 45.8, 13:00 - 26.7, 13:30 - 66.5, 14:00 - 20.7, 14:30 - 61.0. mean congestion is 55.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
425,How busy is Gangnam around Evening commute?,"The requested Evening commute congestion in Gangnam is 
내선 :17:00 - 93.5, 17:30 - 23.8, 18:00 - 88.5, 18:30 - 60.5, 19:00 - 75.9, 19:30 - 92.2. mean congestion is 72.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 7.8, 17:30 - 94.0, 18:00 - 1.6, 18:30 - 41.7, 19:00 - 99.5, 19:30 - 94.5. mean congestion is 56.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
426,What’s the Lunchtime rush traffic like in Gangnam?,"The requested Lunchtime rush congestion in Gangnam is 
내선 :12:00 - 127.1, 12:30 - 122.1, 13:00 - 80.3, 13:30 - 30.6, 14:00 - 60.2, 14:30 - 91.9. mean congestion is 85.4. This time period is crowded, so we recommend visiting during a different time.
외선 :12:00 - 113.9, 12:30 - 26.8, 13:00 - 3.4, 13:30 - 42.2, 14:00 - 12.9, 14:30 - 95.4. mean congestion is 49.1. This time period is not busy, so it's a good time to visit.
"
427,What’s the crowd situation in Myeongdong at Lunchtime rush?,"The requested Lunchtime rush congestion in Myeongdong is 
내선 :12:00 - 105.5, 12:30 - 49.4, 13:00 - 63.1, 13:30 - 84.8, 14:00 - 49.3, 14:30 - 17.3. mean congestion is 61.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 63.5, 12:30 - 39.6, 13:00 - 30.8, 13:30 - 117.2, 14:00 - 42.6, 14:30 - 100.0. mean congestion is 65.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
428,How much foot traffic does Gangnam have at Morning hustle?,"The requested Morning hustle congestion in Gangnam is 
상선 :7:00 - 47.0, 7:30 - 18.9, 8:00 - 11.0, 8:30 - 28.9, 9:00 - 68.4, 9:30 - 6.9. mean congestion is 30.2. This time period is not busy, so it's a good time to visit.
하선 :7:00 - 30.8, 7:30 - 76.7, 8:00 - 59.7, 8:30 - 82.6, 9:00 - 17.4, 9:30 - 3.0. mean congestion is 45.0. This time period is not busy, so it's a good time to visit.
"
429,What’s the foot traffic in Myeongdong during Breakfast time?,"The requested Breakfast time congestion in Myeongdong is 
내선 :7:00 - 70.1, 7:30 - 16.8, 8:00 - 38.2, 8:30 - 92.4, 9:00 - 13.1, 9:30 - 33.6. mean congestion is 44.0. This time period is not busy, so it's a good time to visit.
외선 :7:00 - 16.2, 7:30 - 8.7, 8:00 - 35.3, 8:30 - 37.2, 9:00 - 92.1, 9:30 - 74.8. mean congestion is 44.1. This time period is not busy, so it's a good time to visit.
"
430,How full does Hongdea get during Brunch hour?,"The requested Brunch hour congestion in Hongdea is 
상선 :10:00 - 105.7, 10:30 - 67.6, 11:00 - 33.7, 11:30 - 52.8. mean congestion is 65.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :10:00 - 52.9, 10:30 - 7.9, 11:00 - 32.8, 11:30 - 127.0. mean congestion is 55.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
431,How packed does Gangnam get around Noon hour?,"The requested Noon hour congestion in Gangnam is 
내선 :12:00 - 84.2, 12:30 - 122.8, 13:00 - 87.8, 13:30 - 105.0, 14:00 - 112.4, 14:30 - 122.7. mean congestion is 105.8. This time period is crowded, so we recommend visiting during a different time.
외선 :12:00 - 45.2, 12:30 - 5.9, 13:00 - 101.8, 13:30 - 62.1, 14:00 - 47.4, 14:30 - 119.8. mean congestion is 63.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
