,question,answer
320,What are the crowds like in HongDea during Lunchtime rush?,"The requested Lunchtime rush congestion in HongDea is 13:00 - 0.08, 14:00 - 1.24, 15:00 - 0.11. mean congestion is 0.48. This time frame is smooth, so there is no issue with visiting."
321,How packed does HongDea get around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 1.41, 8:00 - 0.41, 9:00 - 0.8, 16:00 - 1.47, 17:00 - 0.78, 18:00 - 0.89, 19:00 - 0.36, 20:00 - 0.53. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
322,What’s the foot traffic in HongDea during Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 0.76, 8:00 - 0.27, 9:00 - 0.74. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
323,What’s the Morning hustle traffic like in HongDea?,"The requested Morning hustle congestion in HongDea is 7:00 - 0.89, 8:00 - 1.2, 9:00 - 1.02. mean congestion is 1.04. This time frame is crowded, so we recommend visiting during a different time."
324,What’s the people flow in GangNam around Breakfast time?,"The requested Breakfast time congestion in GangNam is 7:00 - 0.49, 8:00 - 0.96, 9:00 - 1.13. mean congestion is 0.86. This time frame is crowded, so we recommend visiting during a different time."
325,How much foot traffic does HongDea have at Noon hour?,"The requested Noon hour congestion in HongDea is 13:00 - 0.88, 14:00 - 1.45, 15:00 - 0.34. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
326,How dense is the crowd in MyeongDong around Pre-dawn?,"The requested Pre-dawn congestion in MyeongDong is 5:00 - 0.08, 6:00 - 0.89. mean congestion is 0.48. This time frame is smooth, so there is no issue with visiting."
327,What’s the crowd level in HongDea during Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.58, 17:00 - 0.68, 18:00 - 0.09, 19:00 - 0.46, 20:00 - 1.28. mean congestion is 0.62. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
328,What are the crowds like in MyeongDong during Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 1.14, 8:00 - 1.01, 9:00 - 1.35. mean congestion is 1.17. This time frame is crowded, so we recommend visiting during a different time."
329,How heavy is the crowd in MyeongDong around Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 1.4, 17:00 - 0.55, 18:00 - 1.06, 19:00 - 0.89, 20:00 - 0.41. mean congestion is 0.86. This time frame is crowded, so we recommend visiting during a different time."
330,How much foot traffic does MyeongDong have at Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 0.64, 11:00 - 1.03, 12:00 - 0.06. mean congestion is 0.58. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
331,Is MyeongDong busy around Post-work rush?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 0.43, 17:00 - 1.28, 18:00 - 1.32, 19:00 - 0.75, 20:00 - 1.36. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
332,What’s the congestion like in GangNam at Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 0.19, 14:00 - 0.14, 15:00 - 0.18. mean congestion is 0.17. This time frame is smooth, so there is no issue with visiting."
333,What are the crowds like in MyeongDong during Morning hustle?,"The requested Morning hustle congestion in MyeongDong is 7:00 - 0.11, 8:00 - 1.16, 9:00 - 1.45. mean congestion is 0.91. This time frame is crowded, so we recommend visiting during a different time."
334,How are the crowds in GangNam at Sunset hours?,"The requested Sunset hours congestion in GangNam is 16:00 - 0.6, 17:00 - 0.05, 18:00 - 0.38, 19:00 - 0.24, 20:00 - 0.21. mean congestion is 0.3. This time frame is smooth, so there is no issue with visiting."
335,Is HongDea packed around Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 0.78, 17:00 - 0.41, 18:00 - 0.4, 19:00 - 1.24, 20:00 - 1.25. mean congestion is 0.82. This time frame is crowded, so we recommend visiting during a different time."
336,How crowded is HongDea around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 0.59, 8:00 - 0.57, 9:00 - 1.21, 16:00 - 0.93, 17:00 - 1.2, 18:00 - 1.29, 19:00 - 1.42, 20:00 - 0.49. mean congestion is 0.96. This time frame is crowded, so we recommend visiting during a different time."
337,How are the crowds in GangNam at Early bird hours?,"The requested Early bird hours congestion in GangNam is 7:00 - 0.82, 8:00 - 0.45, 9:00 - 0.37. mean congestion is 0.55. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
338,What’s the people flow in MyeongDong around Sunset hours?,"The requested Sunset hours congestion in MyeongDong is 16:00 - 1.4, 17:00 - 0.66, 18:00 - 0.22, 19:00 - 1.0, 20:00 - 1.28. mean congestion is 0.91. This time frame is crowded, so we recommend visiting during a different time."
339,What’s the crowd situation in GangNam at Late afternoon?,"The requested Late afternoon congestion in GangNam is 13:00 - 0.23, 14:00 - 0.18, 15:00 - 1.42. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
340,How dense is the crowd in GangNam around Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 1.41, 17:00 - 0.89, 18:00 - 0.65, 19:00 - 1.46, 20:00 - 1.23. mean congestion is 1.13. This time frame is crowded, so we recommend visiting during a different time."
341,What are the crowds like in MyeongDong during Evening peak?,"The requested Evening peak congestion in MyeongDong is 16:00 - 1.42, 17:00 - 0.8, 18:00 - 0.57, 19:00 - 0.38, 20:00 - 1.27. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
342,How heavy is the crowd in MyeongDong around Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 1.03, 8:00 - 0.34, 9:00 - 0.22, 16:00 - 1.39, 17:00 - 1.19, 18:00 - 1.4, 19:00 - 1.37, 20:00 - 0.18. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
343,How packed does HongDea get around Midday?,"The requested Midday congestion in HongDea is 13:00 - 0.53, 14:00 - 0.8, 15:00 - 0.89. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
344,What’s the crowd flow like in HongDea during Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.12, 8:00 - 0.67, 9:00 - 0.24, 16:00 - 0.98, 17:00 - 0.81, 18:00 - 1.46, 19:00 - 0.04, 20:00 - 0.17. mean congestion is 0.56. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
345,How crowded is MyeongDong around Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 0.65, 8:00 - 0.54, 9:00 - 0.63, 16:00 - 0.92, 17:00 - 0.9, 18:00 - 1.11, 19:00 - 0.16, 20:00 - 1.44. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
346,Is MyeongDong packed around Dawn hours?,"The requested Dawn hours congestion in MyeongDong is 5:00 - 0.41, 6:00 - 0.24. mean congestion is 0.32. This time frame is smooth, so there is no issue with visiting."
347,What’s the people flow in HongDea around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 1.31, 8:00 - 1.2, 9:00 - 0.62, 16:00 - 1.24, 17:00 - 0.99, 18:00 - 0.29, 19:00 - 0.43, 20:00 - 0.03. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
348,How full does MyeongDong get during Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 0.04, 8:00 - 0.48, 9:00 - 1.4, 16:00 - 0.63, 17:00 - 0.53, 18:00 - 0.94, 19:00 - 1.46, 20:00 - 1.2. mean congestion is 0.84. This time frame is crowded, so we recommend visiting during a different time."
349,Is GangNam busy around Morning rush hour?,"The requested Morning rush hour congestion in GangNam is 7:00 - 0.32, 8:00 - 1.12, 9:00 - 1.12. mean congestion is 0.85. This time frame is crowded, so we recommend visiting during a different time."
350,How full does MyeongDong get during Dinner time?,"The requested Dinner time congestion in MyeongDong is 16:00 - 0.16, 17:00 - 1.29, 18:00 - 0.44, 19:00 - 0.83, 20:00 - 0.85. mean congestion is 0.71. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
351,How packed does MyeongDong get around Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 0.44, 8:00 - 1.06, 9:00 - 1.3. mean congestion is 0.93. This time frame is crowded, so we recommend visiting during a different time."
352,What’s the people flow in MyeongDong around Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 0.59, 6:00 - 0.5. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
353,How crowded is HongDea usually at Sunset hours?,"The requested Sunset hours congestion in HongDea is 16:00 - 0.06, 17:00 - 0.37, 18:00 - 1.41, 19:00 - 1.2, 20:00 - 0.03. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
354,How full does GangNam get during Dinner time?,"The requested Dinner time congestion in GangNam is 16:00 - 0.11, 17:00 - 0.39, 18:00 - 0.59, 19:00 - 0.15, 20:00 - 0.58. mean congestion is 0.36. This time frame is smooth, so there is no issue with visiting."
355,How crowded is HongDea usually at Dawn hours?,"The requested Dawn hours congestion in HongDea is 5:00 - 1.15, 6:00 - 1.0. mean congestion is 1.08. This time frame is crowded, so we recommend visiting during a different time."
356,How much foot traffic does GangNam have at Early bird hours?,"The requested Early bird hours congestion in GangNam is 7:00 - 0.22, 8:00 - 1.44, 9:00 - 1.16. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
357,How are the crowds in MyeongDong at Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 1.32, 14:00 - 0.42, 15:00 - 1.23. mean congestion is 0.99. This time frame is crowded, so we recommend visiting during a different time."
358,What’s the population density in GangNam around Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 0.53, 14:00 - 0.83, 15:00 - 1.42. mean congestion is 0.93. This time frame is crowded, so we recommend visiting during a different time."
359,How heavy is the crowd in MyeongDong around Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 1.4, 17:00 - 0.51, 18:00 - 0.77, 19:00 - 0.24, 20:00 - 1.19. mean congestion is 0.82. This time frame is crowded, so we recommend visiting during a different time."
360,What’s the congestion like in GangNam at Midday?,"The requested Midday congestion in GangNam is 13:00 - 0.16, 14:00 - 0.7, 15:00 - 0.05. mean congestion is 0.3. This time frame is smooth, so there is no issue with visiting."
361,How full does HongDea get during Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 0.59, 14:00 - 0.49, 15:00 - 0.9. mean congestion is 0.66. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
362,What’s the congestion like in GangNam at Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 1.2, 11:00 - 0.66, 12:00 - 1.36. mean congestion is 1.07. This time frame is crowded, so we recommend visiting during a different time."
363,How crowded is MyeongDong around Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 0.66, 17:00 - 1.1, 18:00 - 0.67, 19:00 - 0.88, 20:00 - 0.33. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
364,Is HongDea busy around Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 0.73, 6:00 - 0.15. mean congestion is 0.44. This time frame is smooth, so there is no issue with visiting."
365,What’s the people flow in HongDea around Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 0.87, 17:00 - 1.07, 18:00 - 1.49, 19:00 - 0.33, 20:00 - 1.39. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
366,How crowded is MyeongDong usually at Evening commute?,"The requested Evening commute congestion in MyeongDong is 16:00 - 0.64, 17:00 - 0.62, 18:00 - 1.08, 19:00 - 0.22, 20:00 - 1.08. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
367,What’s the crowd level in MyeongDong during Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 0.05, 8:00 - 0.41, 9:00 - 0.59. mean congestion is 0.35. This time frame is smooth, so there is no issue with visiting."
368,How crowded is MyeongDong usually at Pre-dawn?,"The requested Pre-dawn congestion in MyeongDong is 5:00 - 0.09, 6:00 - 1.31. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
369,How busy is MyeongDong around Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 0.77, 8:00 - 0.58, 9:00 - 0.41. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
370,How packed does MyeongDong get around Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 0.27, 8:00 - 0.94, 9:00 - 0.08. mean congestion is 0.43. This time frame is smooth, so there is no issue with visiting."
371,What’s the crowd flow like in MyeongDong during High traffic time?,"The requested High traffic time congestion in MyeongDong is 7:00 - 1.18, 8:00 - 1.11, 9:00 - 0.38, 16:00 - 0.2, 17:00 - 1.16, 18:00 - 0.66, 19:00 - 0.57, 20:00 - 1.49. mean congestion is 0.84. This time frame is crowded, so we recommend visiting during a different time."
372,What’s the crowd level in HongDea during Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 0.33, 14:00 - 1.47, 15:00 - 0.53. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
373,What’s the people flow in GangNam around Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 1.33, 17:00 - 0.29, 18:00 - 1.14, 19:00 - 1.33, 20:00 - 0.95. mean congestion is 1.01. This time frame is crowded, so we recommend visiting during a different time."
374,What’s the Golden hour traffic like in GangNam?,"The requested Golden hour congestion in GangNam is 7:00 - 0.01, 8:00 - 1.16, 9:00 - 1.03, 16:00 - 0.65, 17:00 - 0.15, 18:00 - 1.33, 19:00 - 1.1, 20:00 - 1.23. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
375,How are the crowds in GangNam at Mid-morning hours?,"The requested Mid-morning hours congestion in GangNam is 10:00 - 0.19, 11:00 - 0.41, 12:00 - 0.02. mean congestion is 0.21. This time frame is smooth, so there is no issue with visiting."
376,How packed does HongDea get around Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 0.2, 14:00 - 1.4, 15:00 - 0.08. mean congestion is 0.56. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
377,What’s the crowd flow like in GangNam during Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 0.69, 17:00 - 1.44, 18:00 - 0.76, 19:00 - 0.23, 20:00 - 0.06. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
378,How crowded is GangNam around Midday?,"The requested Midday congestion in GangNam is 13:00 - 0.76, 14:00 - 0.63, 15:00 - 0.47. mean congestion is 0.62. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
379,How dense is the crowd in MyeongDong around Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 1.24, 8:00 - 0.96, 9:00 - 0.12. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
380,How are the crowds in HongDea at Daybreak?,"The requested Daybreak congestion in HongDea is 5:00 - 0.78, 6:00 - 1.34. mean congestion is 1.06. This time frame is crowded, so we recommend visiting during a different time."
381,How packed does HongDea get around Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 1.39, 8:00 - 0.43, 9:00 - 1.39. mean congestion is 1.07. This time frame is crowded, so we recommend visiting during a different time."
382,What’s the Twilight commute traffic like in GangNam?,"The requested Twilight commute congestion in GangNam is 16:00 - 0.59, 17:00 - 1.45, 18:00 - 0.34, 19:00 - 0.94, 20:00 - 0.33. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
383,How busy is MyeongDong around High traffic time?,"The requested High traffic time congestion in MyeongDong is 7:00 - 0.47, 8:00 - 0.8, 9:00 - 1.28, 16:00 - 0.29, 17:00 - 0.24, 18:00 - 1.21, 19:00 - 1.27, 20:00 - 0.67. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
384,What’s the congestion like in GangNam at Lunchtime?,"The requested Lunchtime congestion in GangNam is 13:00 - 0.63, 14:00 - 1.01, 15:00 - 1.47. mean congestion is 1.04. This time frame is crowded, so we recommend visiting during a different time."
385,How busy is HongDea around Midday?,"The requested Midday congestion in HongDea is 13:00 - 1.46, 14:00 - 1.47, 15:00 - 0.74. mean congestion is 1.22. This time frame is crowded, so we recommend visiting during a different time."
386,Is GangNam packed around Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 0.7, 11:00 - 0.69, 12:00 - 0.04. mean congestion is 0.48. This time frame is smooth, so there is no issue with visiting."
387,Is GangNam packed around Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.01, 17:00 - 1.47, 18:00 - 0.05, 19:00 - 1.41, 20:00 - 0.62. mean congestion is 0.71. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
388,What’s the people flow in GangNam around Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.68, 17:00 - 1.4, 18:00 - 0.54, 19:00 - 0.09, 20:00 - 0.68. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
389,What’s the foot traffic in HongDea during Morning hustle?,"The requested Morning hustle congestion in HongDea is 7:00 - 0.68, 8:00 - 0.87, 9:00 - 1.3. mean congestion is 0.95. This time frame is crowded, so we recommend visiting during a different time."
390,How crowded is GangNam usually at Late afternoon?,"The requested Late afternoon congestion in GangNam is 13:00 - 1.34, 14:00 - 0.21, 15:00 - 0.08. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
391,What’s the foot traffic in GangNam during Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.02, 17:00 - 0.29, 18:00 - 0.28, 19:00 - 0.82, 20:00 - 1.01. mean congestion is 0.48. This time frame is smooth, so there is no issue with visiting."
392,Is MyeongDong busy around Sunset hours?,"The requested Sunset hours congestion in MyeongDong is 16:00 - 0.3, 17:00 - 1.18, 18:00 - 0.65, 19:00 - 0.41, 20:00 - 0.91. mean congestion is 0.69. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
393,What’s the crowd flow like in MyeongDong during Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 1.14, 17:00 - 1.09, 18:00 - 0.76, 19:00 - 0.21, 20:00 - 0.53. mean congestion is 0.75. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
394,What are the crowds like in HongDea during Early bird hours?,"The requested Early bird hours congestion in HongDea is 7:00 - 0.48, 8:00 - 0.44, 9:00 - 0.58. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
395,How much foot traffic does MyeongDong have at Evening rush?,"The requested Evening rush congestion in MyeongDong is 16:00 - 0.86, 17:00 - 1.44, 18:00 - 0.21, 19:00 - 0.29, 20:00 - 0.33. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
396,What’s the people flow in HongDea around Daybreak?,"The requested Daybreak congestion in HongDea is 5:00 - 0.36, 6:00 - 1.17. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
397,How packed does MyeongDong get around Post-work rush?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 1.29, 17:00 - 0.65, 18:00 - 0.71, 19:00 - 0.64, 20:00 - 0.16. mean congestion is 0.69. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
398,How are the crowds in HongDea at Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 1.2, 8:00 - 0.91, 9:00 - 0.39, 16:00 - 0.24, 17:00 - 0.21, 18:00 - 1.47, 19:00 - 0.69, 20:00 - 1.05. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
399,What’s the population density in MyeongDong around Noon hour?,"The requested Noon hour congestion in MyeongDong is 13:00 - 1.3, 14:00 - 1.12, 15:00 - 0.7. mean congestion is 1.04. This time frame is crowded, so we recommend visiting during a different time."
400,How busy is MyeongDong around Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.12, 14:00 - 0.26, 15:00 - 0.97. mean congestion is 0.45. This time frame is smooth, so there is no issue with visiting."
401,Is MyeongDong busy around Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 0.04, 17:00 - 0.58, 18:00 - 0.67, 19:00 - 1.03, 20:00 - 0.93. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
402,Is HongDea busy around Evening commute?,"The requested Evening commute congestion in HongDea is 16:00 - 0.68, 17:00 - 0.76, 18:00 - 0.97, 19:00 - 0.57, 20:00 - 0.16. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
403,What are the crowds like in HongDea during Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 0.03, 6:00 - 0.54. mean congestion is 0.29. This time frame is smooth, so there is no issue with visiting."
404,Is GangNam packed around Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 1.28, 6:00 - 1.06. mean congestion is 1.17. This time frame is crowded, so we recommend visiting during a different time."
405,Is HongDea busy around Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.6, 17:00 - 1.25, 18:00 - 1.03, 19:00 - 0.06, 20:00 - 0.81. mean congestion is 0.75. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
406,What’s the congestion like in HongDea at Early bird hours?,"The requested Early bird hours congestion in HongDea is 7:00 - 0.07, 8:00 - 1.38, 9:00 - 1.22. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
407,What are the crowds like in MyeongDong during Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 1.16, 14:00 - 0.0, 15:00 - 0.28. mean congestion is 0.48. This time frame is smooth, so there is no issue with visiting."
408,How much foot traffic does HongDea have at Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 0.06, 14:00 - 0.92, 15:00 - 0.17. mean congestion is 0.38. This time frame is smooth, so there is no issue with visiting."
409,What’s the crowd level in HongDea during Midday?,"The requested Midday congestion in HongDea is 13:00 - 0.02, 14:00 - 0.77, 15:00 - 1.3. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
410,How crowded is GangNam around Evening commute?,"The requested Evening commute congestion in GangNam is 16:00 - 1.1, 17:00 - 1.18, 18:00 - 0.71, 19:00 - 1.12, 20:00 - 0.79. mean congestion is 0.98. This time frame is crowded, so we recommend visiting during a different time."
411,How packed does GangNam get around Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 0.02, 6:00 - 0.98. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
412,What’s the population density in HongDea around Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 0.73, 8:00 - 0.0, 9:00 - 0.05. mean congestion is 0.26. This time frame is smooth, so there is no issue with visiting."
413,Is HongDea packed around Midday?,"The requested Midday congestion in HongDea is 13:00 - 0.88, 14:00 - 0.27, 15:00 - 0.44. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
414,What’s the Breakfast time traffic like in HongDea?,"The requested Breakfast time congestion in HongDea is 7:00 - 0.64, 8:00 - 1.06, 9:00 - 0.99. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
415,What’s the crowd situation in MyeongDong at Brunch hour?,"The requested Brunch hour congestion in MyeongDong is 10:00 - 1.36, 11:00 - 1.12, 12:00 - 0.42. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
416,What’s the Dawn hours traffic like in GangNam?,"The requested Dawn hours congestion in GangNam is 5:00 - 0.19, 6:00 - 0.86. mean congestion is 0.52. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
417,What’s the crowd level in GangNam during Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.49, 17:00 - 0.33, 18:00 - 1.36, 19:00 - 0.41, 20:00 - 0.64. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
418,How crowded is HongDea usually at Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 0.75, 17:00 - 0.74, 18:00 - 0.02, 19:00 - 0.54, 20:00 - 0.7. mean congestion is 0.55. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
419,What’s the Lunchtime traffic like in GangNam?,"The requested Lunchtime congestion in GangNam is 13:00 - 0.51, 14:00 - 0.35, 15:00 - 1.43. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
420,What’s the Morning rush hour traffic like in HongDea?,"The requested Morning rush hour congestion in HongDea is 7:00 - 1.04, 8:00 - 1.16, 9:00 - 0.56. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
421,How heavy is the crowd in HongDea around Morning hustle?,"The requested Morning hustle congestion in HongDea is 7:00 - 0.52, 8:00 - 0.53, 9:00 - 0.89. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
422,What’s the Twilight commute traffic like in HongDea?,"The requested Twilight commute congestion in HongDea is 16:00 - 1.07, 17:00 - 0.46, 18:00 - 1.03, 19:00 - 1.24, 20:00 - 0.82. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
423,How heavy is the crowd in HongDea around Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 0.61, 6:00 - 0.51. mean congestion is 0.56. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
424,How busy is MyeongDong around Golden hour?,"The requested Golden hour congestion in MyeongDong is 7:00 - 1.38, 8:00 - 1.04, 9:00 - 0.37, 16:00 - 0.68, 17:00 - 1.49, 18:00 - 0.65, 19:00 - 0.04, 20:00 - 0.6. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
425,What’s the crowd situation in MyeongDong at Golden hour?,"The requested Golden hour congestion in MyeongDong is 7:00 - 0.7, 8:00 - 0.87, 9:00 - 1.3, 16:00 - 0.93, 17:00 - 0.11, 18:00 - 1.39, 19:00 - 0.67, 20:00 - 0.68. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
426,What’s the people flow in HongDea around Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 0.59, 14:00 - 0.25, 15:00 - 0.32. mean congestion is 0.39. This time frame is smooth, so there is no issue with visiting."
427,What are the crowds like in GangNam during Dinner time?,"The requested Dinner time congestion in GangNam is 16:00 - 0.15, 17:00 - 1.24, 18:00 - 0.32, 19:00 - 0.25, 20:00 - 0.97. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
428,How packed does MyeongDong get around Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 1.37, 17:00 - 1.36, 18:00 - 0.77, 19:00 - 0.46, 20:00 - 0.2. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
429,How are the crowds in GangNam at Daybreak?,"The requested Daybreak congestion in GangNam is 5:00 - 1.22, 6:00 - 0.42. mean congestion is 0.82. This time frame is crowded, so we recommend visiting during a different time."
430,How dense is the crowd in MyeongDong around Dinner time?,"The requested Dinner time congestion in MyeongDong is 16:00 - 0.59, 17:00 - 0.78, 18:00 - 0.4, 19:00 - 0.41, 20:00 - 0.75. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
